timestamp,record_num,record_id,source_system,full_name,email,phone,company,exact_matches,fuzzy_matches,vector_matches,business_matches,exact_score,fuzzy_score,vector_score,business_score,combined_score,confidence,action,entity_id,processing_time_ms
2025-09-24T00:23:39.827130,83,f728e693-caa6-4ddc-89b1-3c35f20f3a14,crm,Scott Sampson,cory58@example.net,(706)543-171,Huerta PLC,4,2,14,4,1.0,1.0,1.0000000000000002,0.3,0.93,HIGH,AUTO_MERGE,3a04cb28-79d4-4302-8449-47f17f8e2c24,1976.4454364776611
2025-09-24T00:23:43.153815,84,4715e0a3-5be9-4e25-84d0-e1383d9be30d,ecommerce,Vanessa Reed,xanderson@example.net,+1-415-337-1,Jimenez-Davis,2,1,15,2,1.0,1.0,1.0000000000000002,0.3,0.93,HIGH,AUTO_MERGE,2a24eebe-9ce9-4341-87e6-6cc1022dc7cb,1980.287790298462
2025-09-24T00:23:46.284310,85,05798e17-dae0-44c4-85c6-ee127db4f56e,ecommerce,Crystal Thompson,smithjoshua@example.org,001 827 912 ,,4,2,3,2,1.0,1.0,0.0,0.2,0.72,MEDIUM,AUTO_MERGE,fea78895-9aa1-44ac-b1b6-4555b3ceb884,1771.38090133667
2025-09-24T00:23:49.411737,86,6855930e-a239-4dd6-b6eb-a7b003844f83,erp,James Horton,jross@example.net,001901463,"Washington, Allen and Gonzales",3,4,4,4,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,18cc8b80-bd28-4dc2-832b-b0bbf8de312e,1983.2062721252441
2025-09-24T00:23:52.762537,87,6ddbe058-df74-4d33-b78e-87b2b028716b,ecommerce,Hannah Brewer,bwest@example.org,736-734-9578,Phillips LLC,4,2,1,4,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,d0d12f0b-318a-482b-9740-2aec667516ef,1990.6806945800781
2025-09-24T00:23:56.170864,88,78cf6153-a033-479b-b212-2925969d83ba,ecommerce,Nicholas Montoya,stevenslaurie@example.com,877 251 7016,Castro-Harvey,5,8,4,6,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,bfbf858e-c552-41cd-996c-f7a6a9bbff3a,2052.8883934020996
2025-09-24T00:23:59.532595,89,48c2cbf9-bcdf-475a-8e74-b092fc8e0575,erp,Patricia Bush,kdunlap@example.net,((32) )21--336,Wells Inc,2,2,4,2,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,0dc82134-0ebd-405c-a05d-d0ad69b85250,2011.4474296569824
2025-09-24T00:24:02.652401,90,886cc245-8f33-4a81-b6da-e0b0ce9dc035,erp,Thomas Santos,manuel01@example.net,001-938-402-,"Scott, Lopez and Doyle",2,1,6,2,0.0,0.0,0.8300999609798052,0.0,0.16601999219596106,LOW,CREATE_NEW,3dd85cd7-8abd-404e-84e1-f45b266bcc3e,1774.7230529785156
2025-09-24T00:24:05.984121,91,0c86f431-8977-48af-89d2-39faa74785dc,crm,David Walker,andrew83@example.net,501.603.1051,"Joyce, Garcia and Powell",5,3,8,6,1.0,1.0,1.0000000000000002,0.3,0.93,HIGH,AUTO_MERGE,3105a369-c4e3-4e08-8970-af379071983f,1979.8967838287354
2025-09-24T00:24:09.381938,92,e659d9a0-a96f-4261-abf1-27b9cac7e32c,erp,Michelle Anderson,kristy39@example.com,9249026811,Jones-Miller,2,3,11,1,1.0,1.0,0.0,0.2,0.72,MEDIUM,AUTO_MERGE,075e54f2-7339-47b6-9c09-73dcedf269e0,2048.299551010132
2025-09-24T00:24:12.510955,93,d627976b-95b9-4d2b-bb01-5a2262524743,ecommerce,Jenny Lee,nicholas99@example.org,239-583-7354,Green-Hunt,2,1,2,2,0.0,0.0,0.8432117786671675,0.0,0.1686423557334335,LOW,CREATE_NEW,d589814e-4334-4ef7-a0f4-0fbb12a1076c,1774.369478225708
2025-09-24T00:24:15.854771,94,b02aa06c-9287-416c-9af9-7ea2f119bf01,crm,Stephen Brown,tchambers@example.net,7643039106,"Brandt, Baxter and Anderson",6,4,2,8,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,6a8a5ada-7907-4166-a021-cefbb0179263,1996.7265129089355
2025-09-24T00:24:19.197824,95,64e479b9-979f-43c8-8565-47e90e8f42ae,crm,Nicholas Montoya,stevenslaurie@example.com,877-251-7016,Castro-Harvey,5,8,4,6,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,bfbf858e-c552-41cd-996c-f7a6a9bbff3a,1990.2374744415283
2025-09-24T00:24:22.528015,96,a8d152bb-ae94-4113-9d06-69410c9f0170,erp,Shelia Richardson,jeffreyanderson@example.org,995.768.7833,"Aguilar, Davis and Dixon",6,3,6,4,1.0,1.0,0.9999999999999999,0.3,0.9299999999999999,HIGH,AUTO_MERGE,a588068a-131d-4b68-935b-a0035bcbbffc,1975.7030010223389
2025-09-24T00:24:25.643749,97,d1d8484e-ad48-4896-b9ef-e7d0f254a6bb,crm,Raymond Ramirez,rasmussenjoshua@example.net,768.750.1429,,4,4,8,2,1.0,1.0,0.0,0.2,0.72,MEDIUM,AUTO_MERGE,b9df0711-efad-4777-a668-22b6edaa8ba0,1771.310567855835
2025-09-24T00:24:28.767272,98,d9e84138-2a8f-4c42-aba4-12ca3767a4c6,crm,Shannon Brown,stephanie72@outlook.com,(588)676-767,"Morrow, Richardson and Carson",3,2,8,4,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,0e9397ca-b1c6-46e1-b851-d4d953f9e5b0,1979.797124862671
2025-09-24T00:24:32.271280,99,3a6246d5-85dc-43f2-a054-5f496f8e296a,erp,Kaitlyn Baker,xcarson@example.org,+1-437-209-8,Gilbert-Crosby,4,2,15,3,1.0,1.0,0.0,0.3,0.73,MEDIUM,AUTO_MERGE,504abbac-e06c-4d2a-8a37-20f917198f2e,2127.704858779907
2025-09-24T00:24:35.396680,100,4d8dd654-cdf0-4fc6-9bbc-ae32caa7ef92,erp,Christopher Shaffer,edwardsnicole@example.org,(822)918-909,,4,2,3,2,1.0,1.0,0.0,0.2,0.72,MEDIUM,AUTO_MERGE,54f3a8dd-6fc4-467c-8998-f808a0f3c4fe,1777.7447700500488
